_id,CFD_ID,Name_of_CFD_Unit,Allocation_Round,Technology_Type,Transmission_or_Distribution_connection,Status,Expected_Start_Date,Maximum_Contract_Capacity_MW
563,AR7-RSO-700,Rotherham solar 1 Ltd,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,37.000
564,AR7-SAI-610,SANQUHAR II COMMUNITY WIND FARM BMU1,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2027-04-01 00:00:00.0000000,83.400
565,AR7-SAN-700,Sandbay,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-30 00:00:00.0000000,17.560
566,AR7-SHE-700,Sheepcote Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,13.800
567,AR7-SIC-610,SANQUHAR II COMMUNITY WIND FARM BMU 2,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2028-04-01 00:00:00.0000000,186.000
568,AR7-SIO-700,Six Oaks Renewable Energy Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-05-31 00:00:00.0000000,35.000
569,AR7-SLS-700,South Lynch Solar Limited,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,15.000
570,AR7-SOR-700,Sunny Oaks Renewable Energy Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,18.000
571,AR7-SPW-700,Spencers Wood,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-14 00:00:00.0000000,19.000
572,AR7-STA-700,Staveley Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-09-30 00:00:00.0000000,40.000
573,AR7-STB-700,Stowmarket,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2030-03-30 00:00:00.0000000,20.000
574,AR7-STH-700,Straws Hadley Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-01 00:00:00.0000000,39.500
575,AR7-STR-700,Stowey Road,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-01 00:00:00.0000000,49.900
576,AR7-SUN-700,Sunderlandwick Solar PV Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-01 00:00:00.0000000,35.000
577,AR7-SWA-604,Swinlees Wind Farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,25.560
578,AR7-SWI-600,Sallachy Wind farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2030-03-30 00:00:00.0000000,44.100
579,AR7-THB-700,Three Bridges,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,15.000
580,AR7-THE-610,TWYN HYWEL ENERGY PARK LIMITED,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2028-03-31 00:00:00.0000000,93.800
581,AR7-TID-700,Tiddiecross,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-12-09 00:00:00.0000000,12.000
582,AR7-TOE-600,Tormywheel Extension,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2028-03-31 00:00:00.0000000,9.400
583,AR7-TOH-700,Toot Hill Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-07-01 00:00:00.0000000,18.000
584,AR7-TON-700,Tonbridge,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2030-03-30 00:00:00.0000000,6.000
585,AR7-TOR-700,Three Oaks Renewable Energy Park,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-09-30 00:00:00.0000000,39.000
586,AR7-TOS-700,Totmonslow Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2026-06-01 00:00:00.0000000,17.590
587,AR7-TRI-700,Trinlaymire,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-30 00:00:00.0000000,29.900
588,AR7-TSO-700,Talgren Solar Ltd,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,7.230
589,AR7-TWS-700,Twyford Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-01 00:00:00.0000000,10.000
590,AR7-UAR-700,UKF086 Attleborough Road,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-04-01 00:00:00.0000000,18.000
591,AR7-UAT-700,UKZ139 Apple Tree,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-29 00:00:00.0000000,27.000
592,AR7-UGH-700,UKZ047 Glebe (Horsford),Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-29 00:00:00.0000000,18.000
593,AR7-UKM-700,UKZ015 Mallows,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-29 00:00:00.0000000,10.000
594,AR7-UKT-700,UKF092 Tophams,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-29 00:00:00.0000000,40.000
595,AR7-UMA-704,UKZ020 Maleys,Allocation Round 7,Solar PV,Distribution,Pre-MDD,"",24.500
596,AR7-UOW-600,Upper Ogmore Wind Farm,Allocation Round 7,Onshore Wind,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,25.800
597,AR7-USR-700,UKZ024 Station Road,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-10-25 00:00:00.0000000,15.000
598,AR7-WAS-700,Washdyke Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-06-01 00:00:00.0000000,24.750
599,AR7-WBS-710,West Burton Solar Project - AR7 - Site 3,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,207.300
600,AR7-WBU-710,West Burton Solar Project - AR7 - Site 2,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,182.600
601,AR7-WBW-610,Whitelaw Brae Wind Farm,Allocation Round 7,Onshore Wind,Transmission,Pre-MDD,2027-06-30 00:00:00.0000000,60.200
602,AR7-WEA-700,Westfield Solar,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-11-30 00:00:00.0000000,29.900
603,AR7-WEB-710,West Burton Solar Project - AR7 - Site 1,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,90.100
604,AR7-WEL-700,Wellbank,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-05-31 00:00:00.0000000,25.000
605,AR7-WGS-700,Wormald Green Solar Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2027-07-02 00:00:00.0000000,43.000
606,AR7-WIH-700,Wickham Hall,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-03-01 00:00:00.0000000,40.000
607,AR7-WOO-700,Woodlands Farm,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-10-01 00:00:00.0000000,40.000
608,AR7-WRS-700,Walkford Road Solar New Milton,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-12-31 00:00:00.0000000,12.350
609,AR7-WWS-700,WALLACE WOOD SOLAR FARM LIMITED,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2029-03-31 00:00:00.0000000,42.000
610,AR7-WYE-700,Wyndham Estate,Allocation Round 7,Solar PV,Distribution,Pre-MDD,2028-08-01 00:00:00.0000000,21.050
611,AR7-WYM-710,Wymondley,Allocation Round 7,Solar PV,Transmission,Pre-MDD,2029-03-31 00:00:00.0000000,28.160
612,AR7-YLL-510,Ynni'r Lleuad 3,Allocation Round 7,Tidal Stream,Transmission,Pre-MDD,2029-06-30 00:00:00.0000000,10.000
